sex,age,cause,val,upper,lower
Female,75-79 years,Chronic respiratory diseases,1922.95180857764,2351.58403433527,1482.14266759287
Female,80-84 years,Chronic respiratory diseases,1536.86187411845,2039.2377898797,1110.15648976417
Female,85-89 years,Chronic respiratory diseases,1382.74253029252,1888.3920518753705,1041.70475286039
Female,90-94 years,Chronic respiratory diseases,1417.16676590027,1929.52493611226,1021.29696445595
Female,95+ years,Chronic respiratory diseases,1529.13194997654,2305.66378979731,964.13069467526
Female,<1 year,"Communicable, maternal, neonatal, and nutritional diseases",797312.1709316908,893664.5528252908,683476.5993193323
Female,0-6 days,"Communicable, maternal, neonatal, and nutritional diseases",873687.4771776677,977353.0806465792,712493.4457686774
Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",730509.9641183474,845107.1590147178,624634.5537452649
Female,2-4 years,"Communicable, maternal, neonatal, and nutritional diseases",705376.7276264336,856588.8125270673,564417.2890105894
Female,5-9 years,"Communicable, maternal, neonatal, and nutritional diseases",546785.3468385818,687114.6232372641,432626.19499103574
Female,10-14 years,"Communicable, maternal, neonatal, and nutritional diseases",479312.3812893769,593537.8176844651,375653.29398222535
Female,15-19 years,"Communicable, maternal, neonatal, and nutritional diseases",477128.5712694168,598602.6743867025,377788.9192386297
Female,25-29 years,"Communicable, maternal, neonatal, and nutritional diseases",460411.90976222703,577679.7774716549,375252.66915234405
Female,30-34 years,"Communicable, maternal, neonatal, and nutritional diseases",445050.45180382143,555039.0175473125,345275.1777965902
Female,35-39 years,"Communicable, maternal, neonatal, and nutritional diseases",439689.3954869864,545788.1594708593,345114.1905195282
Female,40-44 years,"Communicable, maternal, neonatal, and nutritional diseases",408030.5481571646,531086.9153276954,313593.86400671845
Female,45-49 years,"Communicable, maternal, neonatal, and nutritional diseases",399061.7161860693,511798.3393625213,310556.8056400412
Female,50-54 years,"Communicable, maternal, neonatal, and nutritional diseases",379184.1910881399,477161.62001871376,289225.8742021724
Female,55-59 years,"Communicable, maternal, neonatal, and nutritional diseases",363551.5266156021,440875.5845297537,288103.52518103505
Female,60-64 years,"Communicable, maternal, neonatal, and nutritional diseases",328512.7844699454,412771.2176396992,256121.18561942969
Female,65-69 years,"Communicable, maternal, neonatal, and nutritional diseases",312191.6498258939,383544.3653441304,247359.95833151697
Female,70-74 years,"Communicable, maternal, neonatal, and nutritional diseases",296668.8914902994,374051.6354317215,238491.88762517556
Female,75-79 years,"Communicable, maternal, neonatal, and nutritional diseases",262256.3835346132,326801.791114319,213302.47699924075
Female,80-84 years,"Communicable, maternal, neonatal, and nutritional diseases",255053.0381273252,320583.8856887076,202766.59704280327
Female,85-89 years,"Communicable, maternal, neonatal, and nutritional diseases",269065.9405087107,332116.8961502908,222743.44973228555
Female,90-94 years,"Communicable, maternal, neonatal, and nutritional diseases",285128.5927914218,345205.95683893724,233064.25810304383
Female,95+ years,"Communicable, maternal, neonatal, and nutritional diseases",301275.6328140347,384897.5566413885,231303.92695587015
Female,<1 year,Diabetes and kidney diseases,44.07248879514,52.90652387848,37.141387389360005
Female,0-6 days,Diabetes and kidney diseases,73.11806820217,84.54840645989,63.45303842383
Female,<5 years,Diabetes and kidney diseases,38.35175852564,74.03666780545001,19.18648471058
Female,2-4 years,Diabetes and kidney diseases,42.47167142658,92.71313933599,15.81635757448
Female,5-9 years,Diabetes and kidney diseases,67.81516253366999,127.05663278872,39.40559495698
Female,10-14 years,Diabetes and kidney diseases,58.20117591473,110.70036843768,40.78965662197
Female,15-19 years,Diabetes and kidney diseases,125.9310223447,150.63663698112998,99.24157690684
Female,25-29 years,Diabetes and kidney diseases,161.12660311434,206.82599359816,109.51441783637
Female,30-34 years,Diabetes and kidney diseases,298.1961177627,358.85493572431,243.86624428382
Female,35-39 years,Diabetes and kidney diseases,463.6949357950399,581.2332641381,361.75588975201
Female,40-44 years,Diabetes and kidney diseases,665.60139827525,764.9726858954,579.5844803213199
Female,45-49 years,Diabetes and kidney diseases,916.36816649541,1132.5181116170002,723.55649704161
Female,50-54 years,Diabetes and kidney diseases,1230.18823754795,1440.30277580441,1030.22228574139
Female,55-59 years,Diabetes and kidney diseases,1631.13179503807,1893.1449961718704,1384.7498581216
Female,60-64 years,Diabetes and kidney diseases,2081.52488955166,2469.45279444039,1743.52942583738
Female,65-69 years,Diabetes and kidney diseases,2427.1092976621,2891.03731117296,1942.2964942900096
Female,70-74 years,Diabetes and kidney diseases,2581.3582663779403,3218.8338966140104,1995.86467693072
Female,75-79 years,Diabetes and kidney diseases,2506.94330591473,3190.13564155504,1896.03322235264
Female,80-84 years,Diabetes and kidney diseases,2088.52189089312,2631.66705933137,1561.74032954302
Female,85-89 years,Diabetes and kidney diseases,1608.87000915612,2072.38802363379,1177.63334759287
Female,90-94 years,Diabetes and kidney diseases,1295.72213710406,1671.2064775207002,923.65504136259
Female,95+ years,Diabetes and kidney diseases,1113.49816937395,1605.3628244905,750.0734968906901
Female,<1 year,Digestive diseases,188.30828261884,203.42294845127003,174.74260765665
Female,0-6 days,Digestive diseases,67.7914278264,80.01039978957,56.61986340825
Female,<5 years,Digestive diseases,303.27258266586,340.64624556789,270.00603739887
Female,2-4 years,Digestive diseases,370.93147131978,426.42886814764,320.09551331562
Female,5-9 years,Digestive diseases,557.6598633972001,665.54195706603,471.3960812467
Female,10-14 years,Digestive diseases,1235.55014226719,1488.95841080835,1012.15526568887
Female,15-19 years,Digestive diseases,3724.30324179005,4498.07816918738,3019.6614368607597
Female,25-29 years,Digestive diseases,7885.97268528904,9547.53568741205,6459.598072825789
Female,30-34 years,Digestive diseases,9313.15050594897,11529.11947721699,7441.27113777302
Female,35-39 years,Digestive diseases,10466.82689872968,12992.52188253474,8353.32178699903
Female,40-44 years,Digestive diseases,11491.01777386898,14171.49716496414,9153.234733808693
Female,45-49 years,Digestive diseases,12604.24398315294,15315.035671860547,10342.36986635825
Female,50-54 years,Digestive diseases,14621.71977295749,17493.66645545093,12155.45161454362
Female,55-59 years,Digestive diseases,16754.24334344273,19854.38022527433,13827.66474179518
Female,60-64 years,Digestive diseases,18439.28165611814,21694.481795962132,15288.81478341558
Female,65-69 years,Digestive diseases,19707.24914220469,22698.07110591906,16993.30360961112
Female,70-74 years,Digestive diseases,20809.49859107679,23793.093235493303,17954.96050021505
Female,75-79 years,Digestive diseases,20818.73356956937,23881.245410430573,17909.01497656503
Female,80-84 years,Digestive diseases,20325.037168234052,23121.53370458472,17612.40989398313
Female,85-89 years,Digestive diseases,20138.5767307513,22729.707137970483,17699.70853050063
Female,90-94 years,Digestive diseases,20215.44768177105,23006.5889989697,17670.31650201572
Female,95+ years,Digestive diseases,21108.94563353205,25048.630558481334,17731.23839746586
Female,<1 year,Injuries,14345.755855447109,16717.054256809923,12407.10412863717
Female,0-6 days,Injuries,16202.05934100661,18915.40081149804,13966.52107518552
Female,<5 years,Injuries,14591.86380928775,17691.62557965525,12089.67104293871
Female,2-4 years,Injuries,15159.17496751135,19553.93494636028,12043.573184952447
Female,5-9 years,Injuries,18010.11830357044,23809.54152046422,13885.98753230117
Female,10-14 years,Injuries,19260.73650800724,25520.344665501172,14736.411454116713
Female,15-19 years,Injuries,19770.63832437849,26125.71131543575,15291.494207603931
Female,25-29 years,Injuries,18502.79946723219,23272.13205716856,15098.8700183458
Female,30-34 years,Injuries,17025.47205076392,21266.66657074891,13252.49355008093
Female,35-39 years,Injuries,16213.09113284658,20240.8848086303,13016.0108372687
Female,40-44 years,Injuries,16886.69490457049,21267.82445158693,13420.690411133952
Female,45-49 years,Injuries,24837.13163537977,31586.21022467515,18397.50257046277
Female,50-54 years,Injuries,31844.46386303358,39699.76858074058,24324.48419231556
Female,55-59 years,Injuries,35037.8203011327,44049.368814329435,26751.92221316054
Female,60-64 years,Injuries,35032.53913698048,45031.12475606474,26807.68172185692
Female,65-69 years,Injuries,32447.28832921654,42783.93936216704,25046.641990285512
Female,70-74 years,Injuries,33074.374364678435,41844.30145556522,25216.81362302864
Female,75-79 years,Injuries,32125.02371615199,39925.97283951084,24855.40892520392
Female,80-84 years,Injuries,30806.83602396404,38024.93521009366,24534.84989933645
Female,85-89 years,Injuries,31705.29868511577,39207.431549859015,24890.50154273103
Female,90-94 years,Injuries,35094.9413690813,43130.46546728857,28295.11945297706
Female,95+ years,Injuries,40082.6079587313,57606.63442124334,29088.78070996457
Female,<1 year,Mental disorders,939.28504895253,2409.5826381151796,273.01382968157003
Female,0-6 days,Mental disorders,0.0,0.0,0.0
Female,<5 years,Mental disorders,439.9894325870099,761.48695071347,247.58477050886
Female,2-4 years,Mental disorders,422.67444989536995,912.77502302298,235.48232470607
Female,5-9 years,Mental disorders,4375.93474013322,5948.76548583287,3053.85987103007
Female,10-14 years,Mental disorders,10148.28747321768,12235.87711252015,7832.907639862339
Female,15-19 years,Mental disorders,12001.10071303278,14572.95776816899,9717.796258206
Female,25-29 years,Mental disorders,9467.4349016172,11443.74720835749,7748.41431595672
Female,30-34 years,Mental disorders,8931.972583332381,10712.285208369987,7419.201332008681
Female,35-39 years,Mental disorders,8915.70379613783,10847.01907632018,7532.348575882911
Female,40-44 years,Mental disorders,8550.848436625889,10254.75745298386,7175.79423999072
Female,45-49 years,Mental disorders,8137.22217018617,9499.68356369549,6597.15570677432
Female,50-54 years,Mental disorders,7985.93130673133,9294.93533437119,6552.0294461759595
Female,55-59 years,Mental disorders,7171.29143578277,8589.351741581611,5920.12345210099
Female,60-64 years,Mental disorders,6988.084446336181,8367.07259212781,5801.83948172379
Female,65-69 years,Mental disorders,6605.56089399624,7914.705669106729,5463.86176531373
Female,70-74 years,Mental disorders,6088.67812679295,7286.38365189869,4924.74823120114
Female,75-79 years,Mental disorders,5924.82396230579,7081.219884805099,4671.521728613609
Female,80-84 years,Mental disorders,5606.91171073329,6745.14465006269,4567.452914560819
Female,85-89 years,Mental disorders,5500.33353068358,6417.152730085681,4583.68204624319
Female,90-94 years,Mental disorders,5465.91307229532,6681.3574922425405,4587.31933875697
Female,95+ years,Mental disorders,5489.07169423505,7020.845523381231,4378.55894366211
Female,<1 year,Musculoskeletal disorders,0.0,0.0,0.0
Female,0-6 days,Musculoskeletal disorders,0.0,0.0,0.0
Female,<5 years,Musculoskeletal disorders,0.0,0.0,0.0
Female,2-4 years,Musculoskeletal disorders,0.0,0.0,0.0
Female,5-9 years,Musculoskeletal disorders,836.2670230315699,1055.92692479568,648.4345311609
Female,10-14 years,Musculoskeletal disorders,2629.92852050176,3337.29520363139,2062.25547090081
Female,15-19 years,Musculoskeletal disorders,3768.6695355558,4713.90858525749,2945.62786459701
Female,25-29 years,Musculoskeletal disorders,5644.36886893334,7105.934858281319,4264.26834261378
Female,30-34 years,Musculoskeletal disorders,6861.56882916732,8475.43245366532,5346.08877857901
Female,35-39 years,Musculoskeletal disorders,8127.94961175025,10168.38638614661,6531.95018590854
Female,40-44 years,Musculoskeletal disorders,9225.91365077322,11283.38175727783,7571.870106430039
Female,45-49 years,Musculoskeletal disorders,10326.80484019468,12319.16281357843,8459.93513920171
Female,50-54 years,Musculoskeletal disorders,11245.47195134253,13776.48479573138,8907.07080743741
Female,55-59 years,Musculoskeletal disorders,11864.97630865828,14262.26205386824,9796.04386416415
Female,60-64 years,Musculoskeletal disorders,12419.81430339357,14577.547622519902,10214.070126886709
Female,65-69 years,Musculoskeletal disorders,13194.47657811345,15953.91095175092,10672.71679474939
Female,70-74 years,Musculoskeletal disorders,14072.34324859332,16958.14565909171,11326.14067150311
Female,75-79 years,Musculoskeletal disorders,13912.88716368764,16844.6504249553,11298.826127544738
Female,80-84 years,Musculoskeletal disorders,13417.8630330314,16231.6835147154,10528.6131013646
Female,85-89 years,Musculoskeletal disorders,12325.23156276386,14801.26356741236,10037.520270162931
Female,90-94 years,Musculoskeletal disorders,10667.91614714493,12745.640836032451,8684.88599634281
Female,95+ years,Musculoskeletal disorders,9191.09229313055,11736.06588430917,7094.09315585372
Female,<1 year,Neoplasms,1006.90095139592,1311.37416381708,769.54047436453
Female,0-6 days,Neoplasms,168.9276497914,232.49773061762,126.96095677805
Female,<5 years,Neoplasms,939.23879500082,1198.58445809403,736.82849848048
Female,2-4 years,Neoplasms,890.3542081847,1123.10963899635,697.47313858111
Female,5-9 years,Neoplasms,609.17176304723,856.56065753593,426.91605456248
Female,10-14 years,Neoplasms,602.7261637100199,839.065199095,409.40009745331
Female,15-19 years,Neoplasms,916.30239792168,1296.97029514615,611.41734183315
Female,25-29 years,Neoplasms,2081.9461328396496,3052.20513953962,1422.28279642391
Female,30-34 years,Neoplasms,2870.94445491892,3872.71470632517,2130.37656673415
Female,35-39 years,Neoplasms,3740.5864352484305,5059.83516160191,2585.10780716299
Female,40-44 years,Neoplasms,4627.9106666770795,5880.729226773889,3474.71840917917
Female,45-49 years,Neoplasms,5522.44156995542,7479.37361352042,3925.00791760184
Female,50-54 years,Neoplasms,6574.53535207594,8286.38936805992,5081.7852417063295
Female,55-59 years,Neoplasms,7785.68112392155,10021.95067251388,5978.90143615887
Female,60-64 years,Neoplasms,9169.1514299227,11330.36184448572,7359.28126106719
Female,65-69 years,Neoplasms,10621.90981919526,13747.849240494108,8413.847072009161
Female,70-74 years,Neoplasms,11700.63316261111,14934.89820209016,9311.29183743434
Female,75-79 years,Neoplasms,12570.97261952673,15059.469210070669,10251.76598013992
Female,80-84 years,Neoplasms,13061.41371131819,15658.73758042391,11005.40392577817
Female,85-89 years,Neoplasms,13461.7948121881,15429.23117043081,11420.58293560346
Female,90-94 years,Neoplasms,13391.63888984376,15543.65068330024,11067.0698061006
Female,95+ years,Neoplasms,13309.54048191419,16264.751887609047,10829.64433326706
Female,<1 year,Neurological disorders,50.878306543019995,80.03934403356,29.969384892620003
Female,0-6 days,Neurological disorders,53.70556156306,79.64385712757,33.21075420893
Female,<5 years,Neurological disorders,47.48205382341,75.60820318855001,27.85441306927
Female,2-4 years,Neurological disorders,46.2165137692,79.06204659131,25.40638221208
Female,5-9 years,Neurological disorders,10912.74429427764,15100.74405280118,7525.39561558185
Female,10-14 years,Neurological disorders,18960.40448050429,24769.90045075816,14139.91799424344
Female,15-19 years,Neurological disorders,17097.73971807822,23007.20738755608,12213.68668971417
Female,25-29 years,Neurological disorders,17676.23019316836,23291.04760155248,11829.25838506884
Female,30-34 years,Neurological disorders,17965.73760525832,24629.73673583494,11568.48253304801
Female,35-39 years,Neurological disorders,16916.28720490522,22892.70846137669,11159.232326697
Female,40-44 years,Neurological disorders,15330.4655603375,20812.008913555997,10952.02420729572
Female,45-49 years,Neurological disorders,14592.209642356647,20491.35963613436,8852.690536917129
Female,50-54 years,Neurological disorders,15186.5333656524,21457.92084495751,10673.44761027469
Female,55-59 years,Neurological disorders,14309.52980393857,19299.0561906272,9892.60540875224
Female,60-64 years,Neurological disorders,12767.08766547312,17772.64970155258,8481.373286705619
Female,65-69 years,Neurological disorders,11571.12817744438,16242.38717238974,8155.94525673123
Female,70-74 years,Neurological disorders,12203.824913034668,16384.442878185422,8278.3256935108
Female,75-79 years,Neurological disorders,12511.21038346124,16713.82187009946,8776.17674816938
Female,80-84 years,Neurological disorders,12796.072565113838,16760.6561055553,9192.95968390724
Female,85-89 years,Neurological disorders,13728.34978219105,17349.76109971268,10496.83843869329
Female,90-94 years,Neurological disorders,15741.06313215894,20505.78386016113,11874.90259379183
Female,95+ years,Neurological disorders,18451.15432931453,24173.32153505476,13193.5118927899
Female,<1 year,Other non-communicable diseases,35495.416932071974,36478.32926733821,34630.57393783469
Female,0-6 days,Other non-communicable diseases,3003.13373754753,3547.25700287898,2560.89742291285
Female,<5 years,Other non-communicable diseases,50691.97782712336,66012.55962898076,36610.550317730165
Female,2-4 years,Other non-communicable diseases,67931.99123923822,94043.28500224388,45336.23098269643
Female,5-9 years,Other non-communicable diseases,132049.7247754045,163916.04654148282,95656.23011332708
Female,10-14 years,Other non-communicable diseases,69896.35530201909,101122.07967657287,45248.86438630365
Female,15-19 years,Other non-communicable diseases,73594.088141692,86623.5951206752,58944.45581109169
Female,25-29 years,Other non-communicable diseases,94228.86813568692,106766.0336812853,81362.44100804874
Female,30-34 years,Other non-communicable diseases,93420.5089951202,106316.02513825032,80838.61927688812
Female,35-39 years,Other non-communicable diseases,90972.63567274378,104215.03710415776,79785.74133768238
Female,40-44 years,Other non-communicable diseases,84485.40261647767,96387.38642378931,72729.94553104814
Female,45-49 years,Other non-communicable diseases,70976.42675330116,82347.52702785794,59152.03784880044
Female,50-54 years,Other non-communicable diseases,58129.11888808184,68876.06669722256,48592.52135138004
Female,55-59 years,Other non-communicable diseases,54685.02670788843,63413.906461752915,46288.63788655977
Female,60-64 years,Other non-communicable diseases,52549.82614904174,60932.6219341786,45449.52936178968
Female,65-69 years,Other non-communicable diseases,51480.86055784137,58385.82263098816,44721.78074342712
Female,70-74 years,Other non-communicable diseases,51563.51507897734,58490.74597619743,45249.98900264366
Female,75-79 years,Other non-communicable diseases,53748.466380478734,60320.45799607211,46541.02323125601
Female,80-84 years,Other non-communicable diseases,55347.09227186833,64091.96693820402,47518.324091316
Female,85-89 years,Other non-communicable diseases,56314.72225061259,66404.11408142767,47529.8369675219
Female,90-94 years,Other non-communicable diseases,55252.86350188634,65751.4542935289,46495.65638865666
Female,95+ years,Other non-communicable diseases,52031.0934672659,66750.27967489527,42303.83153843779
Female,<1 year,Sense organ diseases,530.7204966834499,745.08392669381,342.80076157849
Female,0-6 days,Sense organ diseases,0.0,0.0,0.0
Female,<5 years,Sense organ diseases,103.87599699054,145.83257328595,67.09514914273001
Female,2-4 years,Sense organ diseases,0.0,0.0,0.0
Female,5-9 years,Sense organ diseases,0.0,0.0,0.0
Female,10-14 years,Sense organ diseases,0.0,0.0,0.0
Female,15-19 years,Sense organ diseases,0.0,0.0,0.0
Female,25-29 years,Sense organ diseases,0.0,0.0,0.0
Female,30-34 years,Sense organ diseases,0.0,0.0,0.0
Female,35-39 years,Sense organ diseases,0.0,0.0,0.0
Female,40-44 years,Sense organ diseases,0.0,0.0,0.0
Female,45-49 years,Sense organ diseases,0.0,0.0,0.0
Female,50-54 years,Sense organ diseases,0.0,0.0,0.0
Female,55-59 years,Sense organ diseases,0.0,0.0,0.0
Female,60-64 years,Sense organ diseases,0.0,0.0,0.0
Female,65-69 years,Sense organ diseases,0.0,0.0,0.0
Female,70-74 years,Sense organ diseases,0.0,0.0,0.0
Female,75-79 years,Sense organ diseases,0.0,0.0,0.0
Female,80-84 years,Sense organ diseases,0.0,0.0,0.0
Female,85-89 years,Sense organ diseases,0.0,0.0,0.0
Female,90-94 years,Sense organ diseases,0.0,0.0,0.0
Female,95+ years,Sense organ diseases,0.0,0.0,0.0
Female,<1 year,Skin and subcutaneous diseases,21660.40766656221,23568.98656391762,20082.70703480337
Female,0-6 days,Skin and subcutaneous diseases,22862.92603744314,25135.18652783212,20606.56658868199
Female,<5 years,Skin and subcutaneous diseases,21989.693531241388,25051.95289775935,19451.73980058868
Female,2-4 years,Skin and subcutaneous diseases,22295.46013942578,27032.17160600384,18744.51603647036
Female,5-9 years,Skin and subcutaneous diseases,25452.273538296024,30355.58547937487,21838.68285307298
Female,10-14 years,Skin and subcutaneous diseases,31737.84008361806,36388.480671581194,28135.4908844137
Female,15-19 years,Skin and subcutaneous diseases,31778.90014913834,34214.36130803681,29451.11475766734
Female,25-29 years,Skin and subcutaneous diseases,35358.78655595919,38817.11756313214,32496.48851092762
Female,30-34 years,Skin and subcutaneous diseases,39594.62113995384,43669.10266571399,36154.90841848385
Female,35-39 years,Skin and subcutaneous diseases,41072.25870621755,45074.57012873835,37795.53149704604
Female,40-44 years,Skin and subcutaneous diseases,41942.35561730407,46400.66629818903,38761.78847489913
Female,45-49 years,Skin and subcutaneous diseases,45072.786927444555,49639.64672247816,41651.7819603833
Female,50-54 years,Skin and subcutaneous diseases,52424.307340711995,57126.137233991845,48731.88449866312
Female,55-59 years,Skin and subcutaneous diseases,58398.41631536851,64903.158563128534,52632.08549999947
Female,60-64 years,Skin and subcutaneous diseases,61168.579612304886,68049.61327499864,56314.09324890584
Female,65-69 years,Skin and subcutaneous diseases,72300.61018628642,79038.0007652538,66899.14679154746
Female,70-74 years,Skin and subcutaneous diseases,86287.12523296842,92983.43756547217,79987.78534747128
Female,75-79 years,Skin and subcutaneous diseases,88224.39454677838,95173.72956935006,81999.34255685436
Female,80-84 years,Skin and subcutaneous diseases,93972.46206904307,100260.13410631818,87344.85342797774
Female,85-89 years,Skin and subcutaneous diseases,105133.42545311547,111873.98184411712,99000.35817594372
Female,90-94 years,Skin and subcutaneous diseases,108127.23598128882,116290.7941697202,100837.8729364136
Female,95+ years,Skin and subcutaneous diseases,109731.82323255728,119251.94287858272,101109.61154661744
Female,<1 year,Substance use disorders,82.08528693479,105.92439153332,62.74003377598
Female,0-6 days,Substance use disorders,0.0,0.0,0.0
Female,<5 years,Substance use disorders,16.06625534889,20.732196787,12.27987914623
Female,2-4 years,Substance use disorders,0.0,0.0,0.0
Female,5-9 years,Substance use disorders,0.0,0.0,0.0
Female,10-14 years,Substance use disorders,489.7177283738099,735.20356947348,302.56737048723
Female,15-19 years,Substance use disorders,2241.62564919213,2754.4314705238203,1792.96936558168
Female,25-29 years,Substance use disorders,2940.0149540246,3597.9837885010697,2303.52965248713
Female,30-34 years,Substance use disorders,2819.6901679869097,3505.1751332493304,2215.94576186762
Female,35-39 years,Substance use disorders,2449.7289858526497,3052.43791129134,2009.67199736947
Female,40-44 years,Substance use disorders,2055.70498359238,2604.56747682531,1618.65972175331
Female,45-49 years,Substance use disorders,1631.9250928642198,2043.93151763778,1308.37894021967
Female,50-54 years,Substance use disorders,1253.81524857056,1604.9597514630702,950.79105561233
Female,55-59 years,Substance use disorders,911.52689212764,1164.57834057323,697.90733221012
Female,60-64 years,Substance use disorders,654.09619643308,878.7669776527699,446.49731911941
Female,65-69 years,Substance use disorders,481.9691003558599,641.03342721898,359.90422291499
Female,70-74 years,Substance use disorders,371.71492199635,502.15089870842,254.5963202051
Female,75-79 years,Substance use disorders,324.00245783664,440.49552419336,234.06547317607
Female,80-84 years,Substance use disorders,309.33288037643996,414.43930306145,223.29529370091
Female,85-89 years,Substance use disorders,327.83003984365,467.6483257733,226.24522039515
Female,90-94 years,Substance use disorders,359.58661943221,507.29578068494,229.10825633045
Female,95+ years,Substance use disorders,403.24833764723,659.2786283855601,208.16797154164
Male,<1 year,Cardiovascular diseases,38.22560634371,47.83810823101,30.601668626579997
Male,0-6 days,Cardiovascular diseases,39.54297164512,50.36726918164,30.94296639694
Male,<5 years,Cardiovascular diseases,34.83428833724,44.50947169404,27.8792985267
Male,2-4 years,Cardiovascular diseases,32.22315579304,41.98453141032,24.54235050757
Male,5-9 years,Cardiovascular diseases,22.39531447826,31.33052554333,15.99759405395
Male,10-14 years,Cardiovascular diseases,24.4040575791,34.01829555993,17.54504678023
Male,15-19 years,Cardiovascular diseases,40.95577178205,55.15529173686,29.56388158248
Male,25-29 years,Cardiovascular diseases,71.07796722976,87.23369297716,57.715001629709995
Male,30-34 years,Cardiovascular diseases,117.82353038637,139.15929204677,100.46888757751
Male,35-39 years,Cardiovascular diseases,197.89327940737,239.36331458003,166.51615770539
Male,40-44 years,Cardiovascular diseases,391.70265663218,438.12342362955,347.61729243524
Male,45-49 years,Cardiovascular diseases,633.69104422078,734.8814221651201,533.304602362
Male,50-54 years,Cardiovascular diseases,1064.19591215456,1183.0462033328702,925.92168690667
Male,55-59 years,Cardiovascular diseases,1668.96636831424,2023.89183068984,1382.43386984984
Male,60-64 years,Cardiovascular diseases,2706.73540329238,3045.16115700469,2425.9831143604497
Male,65-69 years,Cardiovascular diseases,4134.351568142431,4751.17846547152,3650.656399008101
Male,70-74 years,Cardiovascular diseases,5163.5475486928,5820.99488817485,4617.33874903796
Male,75-79 years,Cardiovascular diseases,5875.24609502693,6978.058858711669,4908.39435124068
Male,80-84 years,Cardiovascular diseases,6945.144737591249,8097.497067649189,5948.172750858001
Male,85-89 years,Cardiovascular diseases,8327.52522575195,10541.49294077641,6756.38141700196
Male,90-94 years,Cardiovascular diseases,9843.243587509687,11716.37426182292,8104.1186533932705
Male,95+ years,Cardiovascular diseases,11551.72360295427,14523.594048382018,8986.560603025071
Male,<1 year,Chronic respiratory diseases,0.0,0.0,0.0
Male,0-6 days,Chronic respiratory diseases,0.0,0.0,0.0
Male,<5 years,Chronic respiratory diseases,3569.53011555267,5088.65632108673,2351.46396890818
Male,2-4 years,Chronic respiratory diseases,3589.2200920120904,5565.2550640462105,1978.37488214532
Male,5-9 years,Chronic respiratory diseases,1344.93606405616,2340.36112276738,627.19852810938
Male,10-14 years,Chronic respiratory diseases,608.3479365614,1160.25808496895,264.57693609275003
Male,15-19 years,Chronic respiratory diseases,385.29022355497,722.72124139946,154.30619963805
Male,25-29 years,Chronic respiratory diseases,330.31815657942,567.52438401267,182.43182834591
Male,30-34 years,Chronic respiratory diseases,351.15929022089,556.55613292564,201.12757581032
Male,35-39 years,Chronic respiratory diseases,370.53755699903,610.04230639108,213.40440336721
Male,40-44 years,Chronic respiratory diseases,490.9289640165,758.44918338026,307.38277582151
Male,45-49 years,Chronic respiratory diseases,665.5639894515799,915.11759722094,491.04130435448
Male,50-54 years,Chronic respiratory diseases,725.85870167018,968.34073496483,562.086589771
Male,55-59 years,Chronic respiratory diseases,728.61678981788,991.96379719092,556.1981214853
Male,60-64 years,Chronic respiratory diseases,1322.68361711793,1625.6701822465195,1078.61131332359
Male,65-69 years,Chronic respiratory diseases,1949.5536125804,2371.62978437356,1657.62449052437
Male,70-74 years,Chronic respiratory diseases,2221.18295761848,2657.50600115305,1791.23138309594
Male,75-79 years,Chronic respiratory diseases,2260.9700997313803,2655.8702141420104,1825.85404628478
Male,80-84 years,Chronic respiratory diseases,2030.99184184146,2547.19064804571,1567.1062456595705
Male,85-89 years,Chronic respiratory diseases,1832.39820943037,2462.06629593144,1393.0650759697298
Male,90-94 years,Chronic respiratory diseases,1772.65710293096,2351.61711786559,1301.63793769755
Male,95+ years,Chronic respiratory diseases,1839.62997475143,2715.81442313067,1202.04217387081
Male,<1 year,"Communicable, maternal, neonatal, and nutritional diseases",805335.3692950562,897753.9335329462,687622.1274144115
Male,0-6 days,"Communicable, maternal, neonatal, and nutritional diseases",879461.9302239238,979051.1987695196,720883.5946386931
Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",734976.4930446353,847331.647969442,629798.0626261253
Male,2-4 years,"Communicable, maternal, neonatal, and nutritional diseases",707143.7280829208,859716.3728574734,565808.3986063875
Male,5-9 years,"Communicable, maternal, neonatal, and nutritional diseases",544031.3055097886,680903.0339187229,432256.8668747388
Male,10-14 years,"Communicable, maternal, neonatal, and nutritional diseases",468622.9312303327,583409.0840139049,368194.8827181259
Male,15-19 years,"Communicable, maternal, neonatal, and nutritional diseases",448520.99926550186,566247.7059777416,359032.3262609608
Male,25-29 years,"Communicable, maternal, neonatal, and nutritional diseases",416822.2315429348,522025.6291133574,336805.6592597521
Male,30-34 years,"Communicable, maternal, neonatal, and nutritional diseases",372447.90276123193,468910.9426783495,289656.7822485065
Male,35-39 years,"Communicable, maternal, neonatal, and nutritional diseases",369094.9293068939,465949.242929598,291454.31403408945
Male,40-44 years,"Communicable, maternal, neonatal, and nutritional diseases",363151.626171696,473481.2336378812,282653.823688297
Male,45-49 years,"Communicable, maternal, neonatal, and nutritional diseases",350014.9636798564,446231.8388749811,272089.0780325473
Male,50-54 years,"Communicable, maternal, neonatal, and nutritional diseases",332777.6543978754,415944.2290993063,255999.05086011635
Male,55-59 years,"Communicable, maternal, neonatal, and nutritional diseases",349273.5342520286,422832.7225474949,276848.7371205734
Male,60-64 years,"Communicable, maternal, neonatal, and nutritional diseases",333212.6477433761,414378.94668176514,259936.74653426107
